Kategori_Cyberbullying,Text_Preprocessed,Text_Tweet
Politik / SARA / Labeling,as beli jujur nyaman desain komunis vibenya kaya belanja korut,"as pembeli jujur kurang nyaman sama desainnya, terlalu komunis vibenya kaya belanja di korut"
Politik / SARA / Labeling,gue komunis njir,Lah gue bukan komunis njir
Politik / SARA / Labeling,trus situ tuduh komunis koalisi partai yg jatah kurang,trus situ dituduh komunis sama koalisi partai lain yg jatahnya berkurang
Politik / SARA / Labeling,parapara termul goblok pki,Para-para termul goblok itu kan pki
Politik / SARA / Labeling,yg bikin ramai turun pki,Yg bikin ramai itu Turunan PKI ya
Politik / SARA / Labeling,perhatiin deh katolik spt pater beek islamis ex masyumi tradisional kek subchan cs soska spt the sjahrir boys trostkys kek anak murba hindu yg potong leher pki bal ngelawan pki koalisi bubar antem solid,"Perhatiin deh 65. 
Katolik spt Pater Beek, islamis ex masyumi, tradisionalis kek subchan cs, soska spt the Sjahrir boys, Trostkys kek anak2 Murba, hindu2 yg potong leher pki bali, semua jadi satu ngelawan PKI.
setelah itu koalisi bubar & saling berantem lagi, tapi di 65? Solid :)"
Politik / SARA / Labeling,wkwkwkw,wkwkwkw
Politik / SARA / Labeling,dr lgi rhi hllli mjb ki pki agnt kojb chota bchi jhnsi ki rani jise dhmki de rhi mghl kut ko,Dr lgi rhi hllli mjb ki pki agnt ko...jb chota bchi jhnsi ki rani jise dhmki de rhi mghl kut ko...
Politik / SARA / Labeling,suna hi btu ki bp pki mnir ki me irn ne mssl dlke unki shp ko duba hrmuz prglz dna btu idr bhrt pr ro rhe,Suna hi Btu ki bp pki mnir ki g me irn ne mssl dlke unki shp ko duba di hrmuz pr...glz dna btu idr bhrt pr ro rhe...
Politik / SARA / Labeling,list block terimakasih min,"Masuk list block, terimakasih min"
Politik / SARA / Labeling,cenblu nyari engagement skip aja,"biasa cenblu nyari engagement, skip aja"
Politik / SARA / Labeling,polo nek dengkul mas ga kl mslh berontak mah negara lu jg bnyk lu pikir pkifrerilinkkb dll tu syiah dana yg lu bangga ga banding dg nyawa jenderal iran bos bwt mreka dana tp warga palestina gabis bantai kok,"polomu nek dengkul mas? ga perlu jauh2 kl mslh berontak mah di negara lu jg bnyk, lu pikir pki,frerilin,kkb dll tu syiah? dana yg lu banggakan ga sebanding dg nyawa 1 jenderal iran bos, bwt apa mreka beri dana tp warga palestina gabis dibantai? pekok "
Politik / SARA / Labeling,positif thinking aja cahaya pesawat alien yg parkir lapang seberang mesjid tau lampu pesawat alien terang banget,"Positif thinking aja, mungkin itu cahaya dari pesawat alien yg sedang parkir di lapangan seberang mesjid. Setauku lampu pesawat alien itu terang banget kan?"
Politik / SARA / Labeling,pki turun pki,Cara mereka itu adalah cara2 PKI. Mungkin benar mereka itu memang keturunan PKI.
Politik / SARA / Labeling,monyet ijazah palsu coba alih isu ijazah mensummon tokoh tokoh lingkar kerah termul termul pki fitnah,Monyet berijazah palsu sedang coba mengalihkan isu ijazahnya dengan men-summon tokoh tokoh besar masuk ke lingkaran kasus dengan mengerahkan termul termul PKI membuat fitnah.
Politik / SARA / Labeling,ajar paham sejarah dosa bangsa soeharto sisa turun pki hidup sifat watak dahulu lekat jiwa turun sebar fitnah haru habis akar,"Dari sini kita belajar memahami bahwa ada sejarah dan dosa besar bangsa ini ketika Soeharto menyisakan keturunan PKI hidup, yang mana sifat & watak pendahulunya tetap melekat di jiwa keturunannya sebagai penyebar fitnah..
Harunya dulu mereka dihabisi sampai akar2nya.."
Politik / SARA / Labeling,indonesia merdeka dg tumpah darah kerah ktk paksa bayar utang krn belanda gagal ktk agresi militer indonesia sedia perang nyata menang suruh bayar utang yg tdk ambil utang tersebutjelas kelici belanda,"Indonesia merdeka dg pertumpahan darah. Segala macam dikerahkan.
Bahkan ktk dipaksa bayar utang krn Belanda gagal ktk agresi militernya, Indonesia bersedia..

Perang itu kenyataan kita menang.
Disuruh bayar utang, yg kita tdk pernah ambil utang tersebut..jelas kelicikan Belanda."
Politik / SARA / Labeling,mulyono udah pensiuntapi masif akun turun pki narasi adu domba hasil dosa soeharto sisa turun pki biar hidup musnah akar,"Mulyono udah pensiun..tapi masih begitu masifnya akun2 keturunan PKI membuat narasi adu domba..
Sebuah hasil dosa besar Soeharto ketika menyisakan keturunan PKI dibiarkan hidup..
Harusnya dulu dimusnahkan sampai akar2nya.."
Politik / SARA / Labeling,anjinkkk emg mbg anjjjj hrsnya tu duitt byk didik gratis guru nakes sejahtera bangun infrastruktur,"Anjinkkk emg mbg anjjjj hrsnya tu duitt bisa buat byk hal, pendidikan gratis, guru dan nakes sejahtera, pembangunan infrastruktur"
Politik / SARA / Labeling,kalimat tuju bukti jawa ga ras milih pimpin aidit pimpin pki sumatra itu terima jawa kalimat tuju habibi corenya anak baik soeharto mega yg antitesis orba,Kalimat awal setuju. Itu pun jadi bukti kalau orang jawa ga rasis2 amat milih pemimpin. Aidit pemimpin PKI asal sumatra itupun diterima di jawa dengan baik. Kalimat berikutnya kurang setuju. Habibi itu core-nya anak baiknya Soeharto. Justru mega yg antitesis orba.
Politik / SARA / Labeling,loh batai pki tetangga,Loh kan ada pembataian pki di tetangganya
Politik / SARA / Labeling,moga menteri sehat rezim adil makmur skrang,Semoga suatu saat ibu bisa jadi menteri kesehatan tapi di rezim yang adil dan makmur bukan skrang
Politik / SARA / Labeling,keduaduanya hapus rezim goblok emang berita asli paksa hapus,Kedua-duanya dihapus. Rezim goblok emang berita asli kok dipaksa dihapus
Politik / SARA / Labeling,rezim ganti ganti enam mantan presiden suara punggawa terus detik bela puji sang mantan punggawa mantan yg raja halu bunyi detik coba tutup busuk,"Rezim berganti sudah berganti 6 Kali, b dari ke enam mantan presiden tak pernah ada suara para punggawanya yang terus menerus tiap detik membela dan memuji sang Mantan. 
Baru ini ada punggawa mantan yg  Raja Halu benar2 bunyi tiap detik. 
Demi apa coba? Demi menutup kebusukannya"
Politik / SARA / Labeling,jalan ninjanya ganti rezim referemdum kl owo yg mimpin bangsa bener bubar,"jalan ninjanya adalah ganti rezim atau minta referemdum, kl selama masih owo yg mimpin, bangsa ini 2030 akan bener2  bubar"
Politik / SARA / Labeling,segera lengser rezim biadab jabat gak rakyat,"segerakan lengserkan rezim biadab ini, pejabat pada gak ada guna  buat rakyatnya"
Politik / SARA / Labeling,iyaah tema lawan rezim,"Iyaah, temanya melawan rezim. "
Politik / SARA / Labeling,rezim jokowi bakamla ri tangkap super tanker bendera iran mt arman laut natuna utara juli duga cemar,"Sewaktu Rezim Jokowi, Bakamla RI menangkap super tanker berbendera Iran, MT Arman 114, di Laut Natuna Utara pada 7 Juli 2023 karena dugaan pencemaran.
@HumasBakamlaRI"
Politik / SARA / Labeling,ngeselin rezim min,Siapa orang paling ngeselin di rezim kali ini min?? 
Politik / SARA / Labeling,cina ga global reserve currency cina rezim deviza kontrol yuan transalsi yuan terima tukar emas cadang devisa shanghai gold exchange,Cina ga akan jadi global reserve currency cina itu rezim deviza kontrol. Yuan hanya buat transalsi nanti yuan yang diterima akan ditukar dengan emas sebagai cadangan devisa melalui shanghai gold exchange .
Politik / SARA / Labeling,udah beda rezim sabisanya bilang telat dikit,"Udah beda rezim, sabisanya bilang telat dikit."
Politik / SARA / Labeling,jarene menang taktikal hancur milik musuh menang strategis ganti rezim iran hormuz privatisasi,"Jarene ada kemenangan taktikal ( semacam hancurkan semua milik musuh) ada kemenangan strategis (semacam ganti rezim) , pihak iran ( Hormuz diprivatisasi)"
Politik / SARA / Labeling,rezim,6.rezim sekarang
Politik / SARA / Labeling,ngg maamfaat abis in anggar rezimorba ng peduli rakyat sok ngibul stasiun senen abis lebaran trus yg gin fomo,Ngg maamfaat.. abis2 in Anggaran benar2 Rezim.ORBA ..ng peduli Rakyat... Sok2 Ngibul d Stasiun senen abis lebaran.. trus yg Gini.. FOMO..
Politik / SARA / Labeling,negara jago surpay coba cari lembaga independen program mudharatnya manfaat yg diiaksa dana yg ujung ngutang bayar bunga rezim mulyono,"Negara kan jago surpay, coba cari lembaga independen tentang program ini, lebih banyak mudharatnya dari manfaat nya apa cuma dan antara yg diiaksa keluar dana yg ujung nya bakal ngutang lagi, bayar bunga rezim Mulyono"
Politik / SARA / Labeling,rezim bobrok gendut korup tamak lengser th rakyat muak jijik emosi dg rezim botol rakyat paksa miskin emis bodoh lelah cinta,"Bisa tidak rezim bobrok gendut korup tamak ini dilengserkan th 2026 ini ??
Rakyat  sudah muak jijik n emosi dg rezim botol ini. Rakyat dipaksa miskin mengemis n bodoh.
  
Jangan lelah mencintai ."
Politik / SARA / Labeling,yg hasil nego rezim,Yg pasti bukan hasil nego rezim saat ini
Politik / SARA / Labeling,tabiat rezim lawan rakyat semena mena jalan ninjanya,"Sudah tabiat nya rezim ini untuk melakukan perlawanan kepada rakyatnya, semena mena adalah jalan ninjanya,"
Politik / SARA / Labeling,indonesia syukur terjadikonsekwensi antek as,"Apakah termasuk Indonesia ??? Syukurlah bila itu terjadi,,,,,konsekwensi jadi Antek AS."
Politik / SARA / Labeling,bener kakk rame anjg gaada bunnies bantah gitu wkwk gatau beneran bunnies antek antek newllit,bener kakk rame anjg gaada bunnies yang bantah gitu wkwk gatau itu beneran bunnies atau antek antek newllit 
Politik / SARA / Labeling,antek asing nih,antek asing nih
Politik / SARA / Labeling,antek asing,Ternyata antek asing
Politik / SARA / Labeling,hajar antek antek zionist laknat biar tau,Sekaligus saja hajar dengan antek antek zionist laknat nya nanti ..biar tau rasa
Politik / SARA / Labeling,gue perempuan yg ga ngakuin kalo uang adl safety net feminisme adl antek kapitalis mah emang denial aja deep down gak aman dg situasi,"Menurut gue, perempuan yg ga ngakuin kalo uang adl safety net, dan merasa feminisme adl antek kapitalis mah emang denial aja. 

Mungkin deep down mereka juga merasa gak aman dg situasinya"
Politik / SARA / Labeling,haiii antek antek asing yuks goyang gemoy bareng mr omon omon mari goyang gemoy,Haiii.... antek antek Asing.... yuks kita goyang gemoy bareng Mr. omon omon... Mari Bergoyang Gemoy....
Politik / SARA / Labeling,antek antek yujimori,Inilah antek antek yujimori
Politik / SARA / Labeling,org tolol ngerti ginian kak gosah balik baikin mending maki aja org klo udh benci mah ga peduli lu jelasin logis apa antek antek oyensun wkwkwkwk,"org tolol mana ngerti ginian kak, gosah dibalik baikin, mending maki aja. org klo udh benci mah ga peduli mau lu jelasin se logis apapun. antek antek oyensun wkwkwkwk"
Politik / SARA / Labeling,gw doain cetus ielts hidup ga berkah ancrit antekantek kapitalis kontooolll,"gw doain pencetus ielts hidupnya ga berkah ancrit, antek-antek kapitalis kontooolll"
Politik / SARA / Labeling,biasa bnyk antek antek,biasalah bnyk antek antek
Politik / SARA / Labeling,iran syiah sunni wowo antek trump wapres berani iran yg goreng dlm negeri semprot trump wowo gak berani,"Iran itu syiah , disini sunni di tambah wowo antek trump , wapres berani ke iran yg ada ya di goreng dlm negeri sama di semprot trump , wowo gak bakal berani"
Politik / SARA / Labeling,lawak lu antek soros goblok bkn kasur gue poto tolol urusin aja kereta butut mu wkwk fokus aja jd antek soros biar beli mobil wkwk,"Lawak lu antek soros goblok itu bkn kasur gue itu poto lama tolol urusin aja kereta butut mu wkwk, fokus aja jd antek soros biar bisa beli mobil wkwk"
Politik / SARA / Labeling,adminnya antek amerika jelek iran,Adminnya antek amerika tentu saja menjelek2an iran
Politik / SARA / Labeling,negeri syiah perang lawan israel amerika negeri saud antek antek israel amerika fakta,"negeri syiah perang lawan israel & amerika
negeri saud jadi antek antek israel & amerika
ini faktanya"
Politik / SARA / Labeling,indonesia antek amerika bop,Indonesia antek Amerika dengan BOP nya
Politik / SARA / Labeling,si ning nitip jambakin si geonjunim nitip ludahin eh antek antek si byeols alias migo the cepu nyamber wkwk dukung sampe bikin swina klarif,"si ning nitip jambakin, si geonjunim itu nitip ludahin eh antek anteknya si byeols alias migo the cepu langsung nyamber wkwk didukung pula sampe bikin swina klarif "
Politik / SARA / Labeling,antek zionis cocok,Antek zionis memang cocok
Politik / SARA / Labeling,antek asing,Hai antek asing.......
Politik / SARA / Labeling,suara gak asing,Sepertinya suara yang gak asing
Politik / SARA / Labeling,asing abis,asing abis itu..
Politik / SARA / Labeling,skizo harto noh afsel kultural kuat banget segregasi soekarno bodoh manage uang asing iya soekarno niat kuatin borjuis nasional iya baca buku jir,"Malah skizo ke Harto. Lihat noh Afsel secara kultural masih kuat banget segregasinya. 

Soekarno bodoh manage uang asing, IYA. Soekarno punya niat kuatin borjuis nasional, juga IYA. Baca buku jir."
Politik / SARA / Labeling,cantikkkkk btw pantes tempat gak asing inget waktu ramadhan,"CANTIKKKKK!!!! Btw pantes tempatnya gak asing, baru inget waktu ramadhan ke sana"
Politik / SARA / Labeling,babatbabat mafia koruptor asing jahil serta buser buset eh busernya,Saatnya BABAT-BABAT Mafia Koruptor dan Asing Jahil beserta buser busetnya  eh busernya 
Politik / SARA / Labeling,gila banget kalo nabung pake uang negara asing ga diinvest nilai lumayan diinvestasiin sayang bgt duit ilang gitu aja,"Gila banget. Padahal kalo nabung sendiri pake mata uang negara asing dan ga diinvest pun nilainya lumayan, apalagi diinvestasiin. Sayang bgt duitnya ilang gitu aja"
Politik / SARA / Labeling,udh asing,udh asing
Politik / SARA / Labeling,asing bgt bzir kak kak maaci yah finachann,"asing bgt bzir kak kak, maaci yah finachann"
Politik / SARA / Labeling,asing banget pacar jay possesif,"asing banget, soalnya pacar baru jay terlalu possesif."
Politik / SARA / Labeling,gilir udh kenal asing,giliran udh kenal malah asing
Politik / SARA / Labeling,tahun kabinet prabowo subianto jalan jujur sajatidak hafal namanama menteri nama menteri wakil menteri asing telingapadahal suharto hafal nama menteri,"Setahun lebih kabinet Prabowo Subianto berjalan, saya jujur sajatidak hafal nama-nama kementerian, apalagi nama para menterinya. Jangankan wakil menteri, sebagian besar bahkan terasa asing di telinga.Padahal dulu, di masa Suharto, hampir setiap orang hafal. Nama kementerian"
Politik / SARA / Labeling,ngga sulit temu depan identitas jadi point of consent imperialisme zionisme dsb contoh israel negara aman lgbtq talking point atas kait lgbtq ideologi asing paket,"Ngga sulit untuk menemukan pengedepanan identitas ini dijadikan point of consent untuk imperialisme, zionisme, dsb.

Contoh: ""Israel adalah negara yang aman untuk LGBTQ+""

Dengan talking point diatas, banyak kok yang mengaitkan LGBTQ+ sebagai ideologi asing yang sepaket--"
Politik / SARA / Labeling,kalla group jejak kkn warbiasah netizen sontoloyo krn piknik,Kalla group jejak KKN nya warbiasah dan ini tidak diketahui netizen sontoloyo krn kurang piknik.
Politik / SARA / Labeling,klo murtad dosa plg klo mualaf tindak plg mulia bebas versi yg jokowi prabowo gibran sontoloyo,Klo murtad dosa plg besar.. klo mualaf apa.. tindakan plg mulia.. ya bebas.. punya versi sendiri2 kan.. yg jelas jokowi prabowo gibran sontoloyo
Politik / SARA / Labeling,son maksud sontoloyo,Son maksudnya sontoloyo
Politik / SARA / Labeling,kaum sontoloyo,Kaum sontoloyo...
Politik / SARA / Labeling,bapak sontoloyo tolong periksa bupati gowa,"Bapaknya sontoloyo ....tolong 
@KPK_RI
 periksa itu bupati Gowa ...."
Politik / SARA / Labeling,wkwkwkw ormas islam sontoloyo puja ni presiden xixuxixix,Wkwkwkw Ormas islam sontoloyo memuja ni presiden xixuxixix
Politik / SARA / Labeling,sontoloyo tua,Sontoloyo tua
Politik / SARA / Labeling,hah bilang sontoloyo warga sipil diberitain cuman framing ga undang halal bihalal salah partai gilir jabat publik beritain lucu kait libur tengah presiden sibuk luh bela wkkwwk buzzer,"Hah bilang sontoloyo, warga sipil diberitain cuman framing ga diundang halal bihalal salah satu partai, Giliran pejabat publik di beritain lucu terkait liburannya ditengah presiden sibuk sana sini luh bela wkkwwk buzzer"
Politik / SARA / Labeling,vidio hasil ai dishare bodoh borong buzzer zionis sontoloyo,Vidio hasil AI kok dishare. Kebodohan diborong buzzer zionis sontoloyo 
Politik / SARA / Labeling,kritik yg objektif vitamin bikin sehat bikin rapi udah pelintir framing jahat kritik sontoloyo bandingin sila pakai data konteks jgn aktivitas seret narasi negatif,"Kritik yg objektif itu vitamin, bikin sehat & bikin kerja makin rapi.
Tapi kalau udah dipelintir jadi framing jahat ya itu bukan kritik, itu sontoloyo 

Mau bandingin siapa pun silakan, tapi pakai data & konteks.
Jgn tiap ada aktivitas langsung diseret ke narasi negatif."
Politik / SARA / Labeling,kalo nggak ijazah diam yg tau ijazah asli aja nggak tipu nggak makan sekolah mau jabat sontoloyo,"Kalo nggak punya ijazah diam...

Apa yg kamu tau? Ijazah asli aja nggak punya....

Penipu2 begini nggak makan sekolahan maunya jadi pejabat....

Sontoloyo..."
Politik / SARA / Labeling,bener bener gak abis pikir gegara gerombol ba judol gagalin timnas indonesia yg jarak menit piala dunia sontoloyo,"Bener bener gak abis pikir.... Gegara gerombolan BA judol ini... Gagalin timnas Indonesia  yg hanya berjarak 90 menit ke Piala Dunia 

Sontoloyo"
Politik / SARA / Labeling,pusat budaya puisi sontoloyo,"Pusat budaya puisi ""Sontoloyo"""
Politik / SARA / Labeling,tolong bacain sajak sontoloyo bro,"Tolong bacain lagi dong sajak Sontoloyo nya bro 
@fadlizon"
Politik / SARA / Labeling,tapir sakit abang,tapir mana yang menyakiti abang?
